RUN_ID,d_wheel,A_front,HM_VA,AWD,iAG,m_curb,Wheelbase,Gear_Ratio,No_Gears,shiftDelay,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW
2293,0.6319,2.4621,1,0,3.72,1430,2.635,"[3.58, 1.95, 1.38, 1.03, 0.77]",5,0.6,1000,6500,43.6,218,118
2294,0.6319,2.4621,1,0,3.72,1335,2.635,"[3.58, 1.95, 1.38, 1.03, 0.82]",5,0.6,1000,6500,35.6,178,100
2295,0.6253,2.4621,1,0,3.72,1365,2.635,"[3.58, 1.95, 1.38, 1.03, 0.77]",5,0.6,1000,6500,44.6,223,120
2296,0.6253,2.4621,1,0,3.72,1450,2.635,"[3.58, 1.95, 1.38, 1.03, 0.82]",5,0.6,1000,6500,35,175,98
2297,0.6319,2.6013,1,0,3.72,1500,2.635,"[3.58, 1.95, 1.27, 0.97, 0.77]",5,0.8,1000,6500,42.2,211,106
2298,0.6319,2.6013,1,0,3.72,1480,2.635,"[3.58, 1.95, 1.38, 1.03, 0.77]",5,0.6,1000,6500,43.6,218,118
2299,0.6319,2.6013,1,0,3.72,1385,2.635,"[3.58, 1.95, 1.38, 1.03, 0.82]",5,0.6,1000,6500,35.6,178,100
2300,0.6253,2.6013,1,0,3.72,1415,2.635,"[3.59, 1.95, 1.38, 1.03, 0.77]",5,0.6,1000,6500,44.6,223,120
2301,0.738,3.2922,0,0,4.63,1810,2.35,"[3.92, 2.26, 1.4, 1.0, 0.83]",5,1.2,1000,6500,44,220,104
2302,0.6683,2.970725,1,0,4.32,1720,2.83,"[3.58, 1.95, 1.27, 0.97, 0.77]",5,0.6,1000,6500,43.4,217,121
2303,0.6683,2.970725,1,0,4.32,1720,2.83,"[3.58, 1.95, 1.27, 0.97, 0.77]",5,0.6,1000,6500,43.4,217,121
2304,0.6516,3.30525,0,0,4.63,1525,2.235,"[3.97, 2.14, 1.36, 1.0, 0.86]",5,1.2,1000,6500,36.8,184,82
2305,0.5752,2.34635,1,0,4.02,1019,2.455,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,0.8,1000,6500,24.4,122,62
2306,0.5752,2.34635,1,0,5.08,1154,2.455,"[3.08, 1.68, 1.11, 0.81, 0.65]",5,1.2,1000,6500,28.2,141,71
2307,0.5961,2.37975,1,0,4.32,1030,2.38,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,1.2,1000,6500,24,120,61
2308,0.5447,2.34065,1,0,4.32,940,2.5,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,1.2,1000,6500,21.6,108,55
2309,0.5447,2.34065,1,0,4.02,1020,2.5,"[3.08, 1.95, 1.28, 0.94, 0.78]",5,0.6,1000,6500,27.4,137,83
2310,0.5447,2.34065,1,0,4.32,1147,2.455,"[3.08, 1.95, 1.28, 0.94, 0.78]",5,0.6,1000,6500,33.4,167,103
2311,0.5831,2.34065,1,0,4.59,1138,2.455,"[3.08, 1.95, 1.28, 0.94, 0.76]",5,0.6,1000,6500,32.4,162,100
2312,0.5776,2.34635,1,0,4.01,1103,2.5,"[2.85, 1.58, 1.0, 0.69]",4,1.2,1000,6500,27.4,137,83
2313,0.5831,2.4843,1,1,5.21,1210,2.505,"[3.08, 1.68, 1.11, 0.83, 0.69]",5,1,1000,6500,27.4,137,83
2314,0.5831,2.4843,1,0,4.02,1083,2.5,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,0.35,1000,6500,27.4,137,83
2315,0.5961,2.56035,1,0,4.02,1083,2.5,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,0.6,1000,6500,27.4,137,83
2316,0.5447,2.35755,1,0,4.05,1070,2.5,"[3.58, 1.95, 1.34, 0.98, 0.8]",5,0.6,1000,6500,21.6,108,55
2317,0.6163,2.50455,1,0,4.02,1090,2.5,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,0.6,1000,6500,27.4,137,83
2318,0.5831,2.449275,1,0,4.05,1240,2.6,"[3.58, 1.95, 1.34, 0.98, 0.8]",5,0.6,1000,6500,24,120,60
2319,0.5831,2.449275,1,0,4.07,1260,2.6,"[3.36, 1.86, 1.32, 0.97, 0.79]",5,0.6,1000,6500,30,150,72
2320,0.5831,2.449275,1,0,3.72,1420,2.6,"[3.58, 1.95, 1.38, 1.03, 0.82]",5,0.6,1000,6500,35.2,176,99
2321,0.603,2.449275,1,1,4.58,1540,2.625,"[2.91, 1.94, 1.43, 1.1, 0.87, 0.69]",6,0.06,1000,6500,71,355,206
2322,0.5955,2.398425,1,1,4.53,1547,2.625,"[2.93, 1.95, 1.41, 1.03, 0.72]",5,0.2,1000,6500,71,355,195
2323,0.6433,2.5665,1,0,4.07,1350,2.6,"[3.36, 1.86, 1.32, 0.97, 0.79]",5,1.2,1000,6500,30,150,72
2324,0.603,2.45775,1,0,3.72,1395,2.6,"[3.58, 1.95, 1.38, 1.03, 0.82]",5,0.6,1000,6500,35.2,176,99
2325,0.6345,2.6048,1,0,4.05,1260,2.635,"[3.73, 1.95, 1.34, 0.98, 0.8]",5,0.6,1000,6500,30.8,154,86
2326,0.6345,2.6048,1,0,4.05,1335,2.635,"[3.73, 1.95, 1.34, 0.98, 0.8]",5,0.6,1000,6500,30.8,154,86
2327,0.6345,2.6048,1,0,6.12,1370,2.635,"[2.35, 1.4, 1.07, 0.83, 0.63, 0.52]",6,1.2,1000,6500,35.2,176,103
2328,0.6345,2.6048,1,0,4.24,1395,2.635,"[3.54, 1.91, 1.33, 1.03, 0.82]",5,0.6,1000,6500,35.6,178,105
2329,0.6524,2.6224,1,1,4.69,1635,2.65,"[2.86, 1.95, 1.44, 1.1, 0.76]",5,0.05,1000,6500,73.2,366,217
2330,0.6524,2.6224,1,0,4.53,1345,2.635,"[3.31, 1.91, 1.26, 0.94, 0.76]",5,0.8,1000,6500,28.6,143,80
2331,0.6524,2.6224,1,0,4.05,1300,2.635,"[3.73, 1.95, 1.34, 0.98, 0.8]",5,0.8,1000,6500,30.8,154,86
2332,0.6345,2.6664,1,0,4.05,1375,2.635,"[3.73, 1.95, 1.34, 0.98, 0.8]",5,0.6,1000,6500,30.8,154,86
2333,0.6345,2.6488,1,0,6.12,1465,2.635,"[2.35, 1.4, 1.07, 0.83, 0.63, 0.52]",6,1.2,1000,6500,35.2,176,103
2334,0.7335,3.329025,1,1,4.88,2045,2.725,"[3.92, 2.26, 1.4, 1.0, 0.83]",5,1.2,1000,6500,47.2,236,110
2335,0.7335,3.329025,1,1,4.88,1830,2.42,"[3.92, 2.26, 1.4, 1.0, 0.83]",5,1.2,1000,6500,47.2,236,110
2336,0.7335,3.329025,1,1,4.64,1779,2.42,"[3.92, 2.26, 1.4, 1.0, 0.83]",5,1.2,1000,6500,51,255,133
2337,0.7335,3.239775,1,1,4.64,1807,2.42,"[3.92, 2.26, 1.4, 1.0, 0.83]",5,1.2,1000,6500,51,255,133
2338,0.7335,3.110325,1,1,4.27,1875,2.42,"[3.95, 2.24, 1.4, 1.0, 0.82]",5,0.8,1000,6500,62.6,313,143
2339,0.7774,3.459375,0,0,4.3,1990,2.545,"[4.23, 2.24, 1.4, 1.0, 0.82]",5,0.8,1000,6500,63.6,318,149
2340,0.7774,3.459375,1,1,4.64,1330,2.28,"[3.97, 2.14, 1.36, 1.0, 0.82]",5,0.8,1000,6500,32,160,84
2341,0.7774,3.459375,0,0,4.64,1394,2.28,"[3.97, 2.14, 1.36, 1.0, 0.82]",5,0.6,1000,6500,38,190,95
2342,0.6885,2.9148,0,0,4.64,1940,2.725,"[2.84, 1.5, 1.0, 0.73]",4,1.2,1000,6500,51,255,130
2343,0.7752,3.525,1,1,4.3,2185,2.78,"[3.79, 2.06, 1.42, 1.0, 0.73]",5,1.2,1000,6500,65.8,329,182
2344,0.6475,2.7459,1,0,4.67,1450,2.72,"[3.09, 1.83, 1.22, 0.89, 0.73]",5,1.2,1000,6500,35.6,178,102
2345,0.6475,2.7459,1,1,5.12,1540,2.72,"[3.08, 1.68, 1.11, 0.83, 0.69]",5,1.2,1000,6500,35.6,178,102
2346,0.6345,2.547125,1,0,4.15,1579,2.72,"[3.09, 1.83, 1.22, 0.89, 0.74]",5,0.6,1000,6500,54,270,151
2347,0.6345,2.547125,1,0,4.15,1468,2.72,"[3.09, 1.83, 1.22, 0.89, 0.74]",5,0.6,1000,6500,50.2,251,130
2348,0.6345,2.547125,1,0,4.15,1579,2.72,"[3.09, 1.83, 1.22, 0.89, 0.74]",5,0.6,1000,6500,54,270,151
2349,0.6475,2.547125,1,0,4.15,1575,2.72,"[3.09, 1.83, 1.22, 0.89, 0.74]",5,1.2,1000,6500,49.6,248,125
2350,0.693,3.144225,0,0,4.88,1670,2.8,"[3.97, 2.14, 1.36, 1.0, 0.86]",5,1.2,1000,6500,33,165,83
2351,0.693,3.144225,0,0,4.64,1748,2.8,"[3.97, 2.14, 1.36, 1.0, 0.86]",5,1.2,1000,6500,38.4,192,97
2352,0.6146,2.7798,1,0,4.59,1228,2.52,"[3.45, 1.95, 1.28, 0.94, 0.76]",5,0.6,1000,6500,32.2,161,90
2353,0.6146,2.7798,1,0,4.59,1228,2.52,"[3.45, 1.95, 1.28, 0.94, 0.76]",5,0.6,1000,6500,32.2,161,90
2354,0.6146,2.7798,1,0,4.59,1205,2.52,"[3.45, 1.95, 1.28, 0.94, 0.76]",5,0.8,1000,6500,32.4,162,85
2355,0.6345,2.8476,1,0,4.31,1495,2.55,"[3.58, 1.95, 1.38, 1.03, 0.82]",5,0.8,1000,6500,45,225,110
2356,0.5831,2.598225,1,0,4.21,1239,2.5,"[3.73, 2.05, 1.32, 0.97, 0.79]",5,1,1000,6500,24,120,60
2357,0.5831,2.598225,1,0,4.07,1235,2.5,"[3.36, 1.86, 1.32, 0.97, 0.79]",5,0.8,1000,6500,30,150,72
2358,0.5831,2.598225,1,0,3.72,1010,2.5,"[3.58, 1.95, 1.27, 0.97, 0.82]",5,1.2,1000,6500,31.4,157,82
2359,0.603,2.666825,1,0,3.72,1330,2.5,"[3.58, 1.95, 1.27, 0.97, 0.82]",5,0.6,1000,6500,34.8,174,90
2360,0.603,2.666825,1,0,4.21,1195,2.5,"[3.73, 2.05, 1.32, 0.97, 0.79]",5,0.6,1000,6500,23.4,117,63
2361,0.5831,2.505825,1,0,3.09,920,2.45,"[3.54, 1.91, 1.31, 1.03, 0.85]",5,0.6,1000,6500,17.6,88,52
2362,0.5831,2.505825,1,0,3.09,948,2.45,"[3.54, 1.91, 1.31, 1.03, 0.85]",5,1.2,1000,6500,20.4,102,52
2363,0.6331,2.501,1,0,4.59,1290,2.72,"[3.45, 1.95, 1.28, 0.94, 0.76]",5,0.6,1000,4800,32.2,161,90
2364,0.6146,2.737425,1,0,4.59,1350,2.72,"[3.45, 1.95, 1.28, 0.94, 0.76]",5,1,1000,6500,35.2,176,98
2365,0.6524,2.99975,1,0,4.31,1474,2.78,"[3.58, 1.95, 1.27, 0.97, 0.77]",5,1,1000,6500,35,175,98
2366,0.6524,2.99975,1,0,4.06,1585,2.78,"[3.58, 1.95, 1.27, 0.97, 0.77]",5,1,1000,6500,42.2,211,108
2367,0.6524,2.99975,1,1,4.35,1685,2.78,"[3.58, 1.95, 1.27, 0.97, 0.77]",5,1.2,1000,6500,42.2,211,108
2368,0.6524,2.99975,1,0,4.06,1585,2.78,"[3.58, 1.95, 1.27, 0.97, 0.77]",5,0.8,1000,6500,45,225,110
2369,0.6524,2.99975,1,1,4.35,1685,2.78,"[3.58, 1.95, 1.27, 0.97, 0.77]",5,1.2,1000,6500,45,225,110
2370,0.615,1.935,0,0,3.73,980,2.44,"[3.89, 2.06, 1.34, 1.0, 0.82]",5,0.6,1000,6500,32,160,85
2371,0.615,1.935,0,0,3.73,1100,2.44,"[3.89, 2.06, 1.34, 1.0, 0.82]",5,0.6,1000,6500,32,160,85
2372,0.615,1.935,0,0,3.73,868,2.44,"[3.89, 2.06, 1.34, 1.0, 0.82]",5,0.6,1000,6500,32,160,84
2373,0.615,1.9642,0,0,3.73,875,2.44,"[3.61, 2.08, 1.36, 1.0, 0.76]",5,0.6,1000,6500,26.2,131,82
2374,0.615,1.9642,0,0,3.73,750,2.5,"[3.61, 2.08, 1.36, 1.0, 0.76]",5,1,1000,6500,38,190,107
2375,0.6209,2.0008,0,0,3.08,750,2.5,"[4.23, 2.52, 1.67, 1.22, 1.0]",5,0.6,1000,6500,57,285,166
2376,0.6372,1.914276,0,0,3.08,1220,2.53,"[4.23, 2.51, 1.67, 1.23, 1.0, 0.83]",6,0.35,1000,6500,86,430,210
2377,0.6452,2.124,0,0,3.08,1145,2.535,"[4.05, 2.4, 1.58, 1.19, 1.0, 0.87]",6,0.6,1000,7000,98,490,270
2378,0.6345,1.905,0,0,3.73,910,2.44,"[3.32, 2.08, 1.39, 1.0, 0.79]",5,0.6,1000,6500,35.6,178,103
2379,0.6345,1.905,0,0,3.73,920,2.49,"[3.32, 2.08, 1.39, 1.0, 0.79]",5,0.6,1000,6500,36.8,184,99
2380,0.6345,1.905,0,0,3.73,1000,2.49,"[3.32, 2.08, 1.39, 1.0, 0.79]",5,0.6,1000,6500,36.8,184,99
2381,0.6345,2.0008,0,0,3.73,975,2.44,"[3.61, 2.08, 1.36, 1.0, 0.76]",5,0.6,1000,6500,38,190,107
2382,0.6345,2.0008,0,0,3.73,927,2.5,"[3.61, 2.08, 1.36, 1.0, 0.76]",5,0.6,1000,6500,40.2,201,115
2383,0.627,1.952,0,0,3.45,940,2.49,"[3.32, 2.08, 1.39, 1.0, 0.79]",5,0.6,1000,7000,62.4,312,140
2384,0.627,1.952,0,0,3.45,940,2.49,"[3.32, 2.08, 1.39, 1.0, 0.79]",5,0.6,1000,7000,70.6,353,142
2385,0.6343,2.0984,0,0,3.08,1015,2.49,"[4.23, 2.52, 1.67, 1.22, 1.0]",5,0.06,1000,6500,56,280,150
2386,0.6253,2.0984,0,0,3.08,950,2.5,"[4.23, 2.52, 1.67, 1.22, 1.0]",5,0.35,1000,6500,56,280,150
2387,0.6644,2.762225,1,0,4.21,1236,2.53,"[3.73, 1.95, 1.32, 0.97, 0.76, 0.64]",6,0.8,1000,6500,38,190,85
2388,0.6644,2.762225,1,0,4.5,1195,2.53,"[3.73, 2.05, 1.39, 1.1, 0.89]",5,0.6,1000,6500,28,140,69
2389,0.6683,2.762225,1,0,4.21,1325,2.53,"[3.36, 1.95, 1.39, 1.11, 0.91, 0.77]",6,0.6,1000,6500,48,240,140
2390,0.5368,2.1762,1,0,3.09,720,2.3,"[3.41, 1.96, 1.26, 0.92, 0.72]",5,1.2,1000,6500,18.6,93,40
2391,0.5472,2.26655,1,0,4.05,775,2.36,"[3.41, 1.96, 1.32, 1.03, 0.85]",5,1.2,1000,6500,15.8,79,40
2392,0.5472,2.26655,1,0,4.05,775,2.36,"[3.41, 1.96, 1.32, 1.03, 0.85]",5,1.2,1000,6500,15.8,79,40
2393,0.5701,2.26655,1,0,6.14,805,2.36,"[3.41, 1.96, 1.32, 1.03, 0.85]",5,1.2,1000,6500,15.8,79,40
2394,0.5472,2.26655,1,0,4.47,910,2.36,"[3.06, 1.83, 1.21, 0.93, 0.76]",5,1.2,1000,6500,15.8,79,40
2395,0.576,2.365224,1,0,4.21,1210,2.429,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,0.8,1000,6500,25.6,128,65
2396,0.576,2.365224,1,0,4.07,1225,2.429,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,0.6,1000,6500,30.6,153,81
2397,0.5831,2.5564,1,0,4.07,1043,2.43,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,1.2,1000,6500,22,110,48
2398,0.5831,2.5564,1,0,4.07,1021,2.432,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,1.2,1000,6500,22,110,59
2399,0.5831,2.5564,1,0,4.07,1092,2.432,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,0.6,1000,6500,30.6,153,81
2400,0.5866,2.51415,1,0,3.44,1035,2.45,"[3.73, 2.05, 1.39, 1.1, 0.89]",5,1.2,1000,6500,22,110,59
2401,0.5831,2.51415,1,0,3.44,1030,2.45,"[3.73, 2.05, 1.39, 1.1, 0.89]",5,1,1000,6500,28.4,142,72
2402,0.6215,2.536065,1,0,3.09,1138,2.525,"[3.73, 1.96, 1.23, 0.9, 0.66]",5,0.6,1000,6500,28,140,66
2403,0.6215,2.536065,1,0,3.09,1045,2.525,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,1.2,1000,6500,19,95,52
2404,0.6215,2.536065,1,0,3.09,1116,2.525,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,1.2,1000,6500,32,160,68
2405,0.6859,2.8747,1,0,4.5,1372,2.63,"[3.73, 2.05, 1.39, 1.1, 0.89]",5,0.6,1000,6500,31.2,156,84
2406,0.6859,2.8747,1,0,4.44,1431,2.63,"[3.73, 2.1, 1.52, 1.17, 0.91, 0.77]",6,0.6,1000,6500,39.2,196,104
2407,0.6859,2.8747,1,0,4.44,1490,2.631,"[3.73, 2.1, 1.52, 1.17, 0.91, 0.77]",6,0.6,1000,6500,39.2,196,104
2408,0.6859,2.8747,1,1,6.47,1529,2.63,"[2.35, 2.1, 1.52, 1.17, 0.91, 0.39]",6,1.2,1000,6500,39.2,196,104
2409,0.6859,2.879545,1,1,6.47,1450,2.63,"[2.35, 2.1, 1.52, 1.17, 0.91, 0.39]",6,1,1000,6500,39.2,196,104
2410,0.6859,2.87154,1,0,3.09,1375,2.646,"[3.73, 1.95, 1.32, 0.97, 0.76, 0.64]",6,1.2,1000,6500,48,240,103
2411,0.6859,2.956375,1,0,4.75,1490,2.625,"[3.5, 1.94, 1.26, 0.95, 0.77]",5,0.8,1000,6500,38.4,192,103
2412,0.6859,2.956375,1,0,4.75,1505,2.625,"[3.5, 1.94, 1.26, 0.95, 0.77]",5,0.8,1000,6500,38.4,192,103
2413,0.6859,2.956375,1,0,4.43,1490,2.625,"[3.42, 1.94, 1.26, 0.95, 0.73]",5,0.6,1000,6500,46,230,121
2414,0.6859,2.956375,1,0,4.43,1490,2.625,"[3.42, 1.94, 1.26, 0.95, 0.73]",5,0.6,1000,6500,46,230,121
2415,0.7018,3.007725,1,0,4.69,1482,2.63,"[3.73, 2.04, 1.32, 0.95, 0.72, 0.6]",6,0.8,1000,6500,39.2,196,104
2416,0.7018,3.007725,1,0,4.43,1544,2.63,"[3.73, 2.04, 1.39, 1.05, 0.86, 0.73]",6,0.6,1000,6500,46.6,233,124
2417,0.7018,3.007725,1,0,5.8,1565,2.63,"[3.73, 2.04, 1.39, 1.05, 0.86, 0.73]",6,1.2,1000,6500,46.6,233,124
2418,0.7272,3.094,1,0,3.09,1505,2.705,"[3.73, 2.1, 1.32, 0.97, 0.76, 0.64]",6,1,1000,6500,48,240,120
2419,0.5831,2.2092,1,0,4.06,1067,2.43,"[3.33, 1.96, 1.29, 0.93, 0.73]",5,0.6,1000,6500,27.2,136,66
2420,0.5831,2.2092,1,0,4.18,1146,2.43,"[3.06, 1.83, 1.29, 0.98, 0.76]",5,0.6,1000,6500,35.6,178,105
2421,0.5831,2.2092,1,0,4.17,1067,2.43,"[3.06, 1.83, 1.21, 0.9, 0.76]",5,0.6,1000,6500,27.2,136,75
2422,0.615,2.1801,0,0,3.92,1220,2.475,"[3.59, 2.06, 1.36, 1.0, 0.82]",5,0.6,1000,6500,44.8,224,124
2423,0.6114,2.24035,0,0,3.69,1350,2.525,"[3.32, 1.9, 1.31, 1.0, 0.84]",5,0.8,1000,6500,53,265,147
2424,0.627,2.25975,0,0,3.69,1644,2.57,"[3.21, 1.93, 1.3, 1.0, 0.73]",5,0.6,1000,6500,75,375,208
2425,0.6597,2.386725,0,0,3.54,1600,2.65,"[3.79, 2.32, 1.62, 1.27, 1.0, 0.79]",6,0.6,1000,7500,72.6,363,206
2426,0.6597,2.404875,0,0,3.54,1710,2.65,"[3.79, 2.32, 1.62, 1.27, 1.0, 0.79]",6,0.6,1000,7500,72.6,363,206
2427,0.6786,2.41695,0,0,3.54,1496,2.55,"[3.79, 2.33, 1.63, 1.27, 1.0, 0.8]",6,0.6,1000,7500,72.6,363,241
2428,0.6786,2.41695,0,0,3.54,1583,2.55,"[3.79, 2.32, 1.62, 1.27, 1.0, 0.79]",6,0.6,1000,7500,73.2,366,243
2429,0.6786,2.41695,0,0,3.69,1597,2.55,"[3.79, 2.33, 1.63, 1.27, 1.0, 0.8]",6,0.6,1000,7500,74.2,371,253
2430,0.6786,2.444625,0,0,3.69,1599,2.55,"[3.79, 2.33, 1.63, 1.27, 1.0, 0.8]",6,0.6,1000,7500,72.6,363,241
2431,0.5831,2.35755,1,0,4.17,1215,2.535,"[3.33, 1.95, 1.29, 0.9, 0.73]",5,0.6,1000,6500,23.2,116,55
2432,0.5831,2.35755,1,0,4.17,1155,2.535,"[3.06, 1.83, 1.29, 0.98, 0.81]",5,0.6,1000,6500,27,135,66
2433,0.5831,2.35755,1,0,4.17,1215,2.535,"[3.33, 1.95, 1.29, 0.9, 0.76]",5,0.6,1000,6500,23.2,116,55
2434,0.5831,2.35755,1,0,4.18,1210,2.535,"[3.06, 1.83, 1.29, 0.97, 0.76]",5,0.6,1000,6500,35.6,178,105
2435,0.6215,2.449275,1,0,4.17,1180,2.535,"[3.33, 1.78, 1.21, 0.9, 0.76]",5,1.2,1000,6500,25.6,128,66
2436,0.6215,2.449275,1,0,4.44,1280,2.535,"[3.33, 1.96, 1.29, 0.93, 0.73]",5,0.6,1000,6500,31.6,158,84
2437,0.6215,2.449275,1,0,4.44,1445,2.535,"[3.33, 1.96, 1.29, 0.93, 0.73]",5,1,1000,6500,31.6,158,84
2438,0.615,2.826864,1,0,4.44,1380,2.535,"[3.33, 1.96, 1.29, 0.93, 0.76]",5,0.6,1000,6500,32.6,163,85
2439,0.615,2.826864,1,0,5.47,1510,2.535,"[3.33, 1.96, 1.29, 0.93, 0.76]",5,1.2,1000,6500,35,175,100
2440,0.6215,2.83065,1,0,3.87,1230,2.53,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,0.6,1000,6500,30.6,153,81
2441,0.712,2.59615,1,1,3.7,1815,2.78,"[4.06, 2.3, 1.59, 1.25, 1.0, 0.8]",6,0.06,1000,7000,117.6,588,357
2442,0.712,2.59615,1,1,3.7,1815,2.78,"[4.06, 2.3, 1.59, 1.25, 1.0, 0.8]",6,0.06,1000,7000,126.4,632,404
2443,0.712,2.59615,1,1,3.7,1822,2.78,"[4.06, 2.3, 1.59, 1.25, 1.0, 0.8]",6,0.06,1000,7000,117.6,588,357
2444,0.627,2.4728,1,0,3.65,1359,2.65,"[3.29, 1.85, 1.27, 0.95, 0.8]",5,0.8,1000,6500,49.6,248,125
2445,0.627,2.4728,1,0,3.65,1374,2.65,"[3.29, 1.85, 1.27, 0.95, 0.8]",5,0.6,1000,6500,49.6,248,125
2446,0.627,2.50455,1,0,4.47,1431,2.7,"[3.29, 1.85, 1.27, 0.95, 0.8]",5,1,1000,6500,35.4,177,103
2447,0.627,2.50455,1,0,3.82,1468,2.7,"[3.29, 1.85, 1.27, 0.95, 0.8]",5,0.6,1000,6500,51,255,142
2448,0.6429,2.5543,1,0,4.47,1490,2.75,"[3.29, 1.85, 1.27, 0.95, 0.8]",5,0.8,1000,6500,35.8,179,103
2449,0.6429,2.5543,1,0,3.82,1500,2.75,"[3.29, 1.85, 1.27, 0.95, 0.8]",5,0.6,1000,6500,54.2,271,147
2450,0.7627,3.1678,1,1,5.17,1870,2.825,"[2.37, 1.56, 1.17, 0.9, 0.7, 0.44]",6,1.2,1000,6500,63.6,318,172
2451,0.7627,3.1678,1,1,5.17,1933,2.825,"[2.37, 1.56, 1.17, 0.9, 0.7, 0.44]",6,0.6,1000,6500,66.8,334,188
2452,0.7763,3.2597,0,0,3.69,2095,3.2,"[4.69, 2.71, 1.75, 1.29, 1.0, 0.83]",6,0.8,1000,4500,80.6,403,126
2453,0.7763,3.256176,0,0,3.69,2035,3.2,"[4.69, 2.71, 1.75, 1.29, 1.0, 0.83]",6,0.6,1000,4500,70,350,106
2454,0.6215,2.62105,1,0,3.73,1167,2.6,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,1.2,1000,6500,25.6,128,65
2455,0.6215,2.62105,1,0,4.07,1182,2.6,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,0.6,1000,6500,30.6,153,81
2456,0.6215,2.601825,1,0,3.09,1080,2.6,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,1.2,1000,6500,22,110,59
2457,0.6215,2.601825,1,0,3.09,1125,2.6,"[3.73, 2.05, 1.39, 1.03, 0.82]",5,1.2,1000,6500,29.4,147,72
2458,0.7763,3.22,0,0,4.64,1890,2.7,"[3.58, 2.08, 1.36, 1.0, 0.81]",5,1,1000,6500,53.2,266,110
2459,0.7763,3.185,0,0,4.64,1940,2.7,"[3.58, 2.08, 1.36, 1.0, 0.81]",5,1,1000,6500,53.2,266,110
2460,0.7763,3.185,0,0,4.08,1950,2.7,"[2.79, 1.55, 1.0, 0.69]",4,1.2,1000,6500,64.6,323,162
2461,0.7763,3.26155,0,0,3.36,2175,2.85,"[3.84, 2.35, 1.53, 1.0, 0.84]",5,1.2,1000,6500,77,385,198
2462,0.7774,3.3856,0,0,4.11,2220,2.4,"[4.56, 2.63, 1.59, 1.0, 0.84]",5,1.2,1000,6500,76,380,118
2463,0.7774,3.3856,0,0,4.63,2145,2.398,"[4.06, 2.36, 1.49, 1.0, 0.86]",5,1.2,1000,6500,50.4,252,96
2464,0.7774,3.3856,0,0,4.38,2275,2.398,"[4.26, 2.46, 1.49, 1.0, 0.85]",5,1.2,1000,6500,64.6,323,116
2465,0.752,3.1025,0,0,4.63,1770,2.95,"[3.59, 2.25, 1.42, 1.0, 0.82]",5,1.2,1000,6500,39.6,198,98
2466,0.752,3.1025,0,0,4.63,1635,2.95,"[3.59, 2.25, 1.15, 1.0, 0.82]",5,1,1000,6500,39,195,88
2467,0.5782,2.352,1,0,3.65,930,2.36,"[3.45, 1.9, 1.28, 0.97, 0.81]",5,1.2,1000,6500,18,90,50
2468,0.6146,2.7547,1,0,3.89,1310,2.61,"[3.4, 1.95, 1.27, 0.95, 0.8]",5,1,1000,6500,38.4,192,98
2469,0.5831,2.363,1,0,4.06,1151,2.55,"[3.33, 1.95, 1.29, 0.93, 0.73]",5,0.6,1000,6500,26.6,133,66
2470,0.5831,2.363,1,0,4.06,1110,2.55,"[3.33, 1.95, 1.29, 0.93, 0.73]",5,0.8,1000,6500,27.2,136,66
2471,0.5831,2.363,1,0,4.18,1249,2.55,"[3.06, 1.83, 1.21, 0.93, 0.76]",5,0.6,1000,6500,36.2,181,110
2472,0.5831,2.363,1,0,4.18,1225,2.55,"[3.06, 1.83, 1.21, 0.93, 0.73]",5,0.6,1000,6500,33.2,166,85
2473,0.5831,2.363,1,0,4.18,1201,2.55,"[3.06, 1.83, 1.21, 0.93, 0.73]",5,0.6,1000,6500,33.2,166,85
2474,0.5961,2.363,1,0,4.18,1221,2.55,"[3.06, 1.83, 1.21, 0.93, 0.73]",5,0.6,1000,6500,33.2,166,85
2475,0.5961,2.363,1,0,4.06,1175,2.55,"[3.33, 1.95, 1.29, 0.93, 0.73]",5,0.6,1000,6500,27.2,136,66
2476,0.5831,2.5425,1,0,4.06,1225,2.55,"[3.33, 1.95, 1.29, 0.93, 0.73]",5,0.6,1000,6500,27.2,136,66
2477,0.5831,2.5425,1,0,4.38,1229,2.55,"[3.06, 1.83, 1.21, 0.93, 0.73]",5,0.6,1000,6500,33.2,166,85
2478,0.5961,2.5425,1,0,4.38,1270,2.55,"[3.06, 1.83, 1.21, 0.93, 0.76]",5,0.6,1000,6500,33.2,166,85
