RUN_ID,d_wheel,A_front,HM_VA,AWD,iAG,m_curb,Wheelbase,h_s,weight_dist,MainAxle_TorqueSplit_int,Hybrid_ICE_priority,VM,EV,Hy,i_GET_EV,i_ges_P4,mode,use_cus_val,Gear_Ratio,No_Gears,shiftDelay,Displacement_cc,Induction_Type,Boost_Pressure_bar,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc,Cell_Cap_Ah,Cell_V_nom,Cell_R_inner,Cell_V_min,Cell_V_max,Cell_I_max_chg,Cell_I_max_dis,SOC_Vector,Cell_OCV_Vector,n_s,n_p,facSocInit,SOC_Recup_Limit,SOC_Bat_Discharge_Limit
423,0.62,2.605702,1,0,4,1373,2.639,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.6,1984,Turbo,0,0,1,0,0,0,750,6500,29.6,148,69,0,0,0,0,148,36,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
424,0.65,2.750106,1,0,4,1441,2.639,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,1984,Turbo,0,0,1,0,0,0,750,6500,53,265,80,0,0,0,0,148,36,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
425,0.65,2.750106,1,0,4,1362,2.639,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.2,1984,Turbo,0,0,1,0,0,0,750,6500,48,240,103,0,0,0,0,264,36,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
426,0.62,2.641428,1,0,4,1373,2.639,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,1395,Turbo,0,0,1,0,0,0,750,6500,54,270,116,0,0,0,0,264,36,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
427,0.62,2.71362,1,0,4,1313,2.583,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.2,1984,Turbo,0,0,1,0,0,0,750,6500,28.8,144,67,0,0,0,0,264,51,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
428,0.62,2.71362,1,0,4,1313,2.583,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.2,2995,Supercharger,0,1,0,0,0,0,750,6500,28.8,144,67,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
429,0.62,2.71362,1,0,4,1331,2.583,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.2,1984,Turbo,0,1,0,0,0,0,750,6500,28.8,144,69,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
430,0.62,2.71362,1,0,4,1316,2.591,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.2,2995,Supercharger,0,0,1,0,0,0,750,6500,34.4,172,80,0,0,0,0,205,36,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
431,0.62,2.71362,1,0,4,1673,2.738,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,2773,NA,0,1,0,0,0,0,750,6500,46,230,96,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
432,0.62,2.671578,1,0,4,1694,2.738,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,3993,Turbo,0,1,0,0,0,0,750,6500,46,230,96,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
433,0.62,2.713176,1,0,4,1694,2.738,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,1984,Turbo,0,1,0,0,0,0,750,6500,46,230,96,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
434,0.62,2.327808,1,0,4,1678,2.712,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,2144,Turbo,0,0,1,0,0,0,750,6500,28.8,144,68,0,0,0,0,264,80,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
435,0.62,2.327808,1,0,4,1734,2.738,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,2144,Turbo,0,1,0,0,0,0,750,6500,41,205,96,205,51,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
436,0.61,2.383808,1,0,4,1498,2.638,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,4163,NA,0,1,0,0,0,0,750,6500,29.6,148,69,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
437,0.61,2.383808,1,0,4,1465,2.638,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,4163,NA,0,1,0,0,0,0,750,6500,53,265,80,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
438,0.61,2.415108,1,0,4,1359,2.638,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.2,5204,NA,0,1,0,0,0,0,750,6500,50,250,103,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
439,0.61,2.3932,1,0,4,1338,2.686,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.35,5204,NA,0,1,0,0,0,0,750,6500,40,200,81,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
440,0.61,2.349536,1,0,4,1368,2.686,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.35,5204,NA,0,1,0,0,0,0,750,6500,44,220,85,55,14,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
441,0.61,2.349536,1,0,4,1390,2.686,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.35,5204,NA,0,1,0,0,0,0,750,6500,40,200,81,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
442,0.61,2.349536,1,0,4,1416,2.686,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.35,5204,NA,0,1,0,0,0,0,750,6500,44,220,85,55,14,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
443,0.61,2.415108,1,0,4,1868,2.79,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,5204,NA,0,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,330,85,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
444,0.61,2.39784,1,0,4,1688,2.789,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.2,5204,NA,0,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
445,0.61,2.415108,1,0,4,1520,2.677,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.4, 2.75, 1.77, 0.93, 0.71, 0.76, 0.64]",7,0.2,5204,NA,0,0,1,0,0,0,750,6500,74,370,180,0,0,0,0,264,80,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
446,0.61,2.4056,1,0,4,1301,2.668,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.2,5204,NA,0,1,0,0,0,0,750,6500,40,200,81,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
447,0.61,2.39784,1,0,4,1608,2.68,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,5204,NA,0,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,330,63,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
448,0.61,2.40948,1,0,4,1372,2.669,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.2,5204,NA,0,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
449,0.61,2.368576,1,0,4,1313,2.667,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,5204,NA,0,1,0,0,0,0,750,6500,40,200,81,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
450,0.61,2.40948,1,0,4,1620,2.68,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,5204,NA,0,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,264,63,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
451,0.62,2.493414,1,0,4,1576,2.68,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,2671,Turbo,1.2,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
452,0.62,2.523274,1,0,4,1579,2.837,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,4163,NA,0,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
453,0.62,2.56964,1,0,4,1576,2.837,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,4163,NA,0,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
454,0.62,2.6196,1,1,3.8,1595,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.2,4163,NA,0,1,0,0,0,0,750,6500,36.4,182,100,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
455,0.62,2.493414,1,1,3.8,1656,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,2671,Turbo,1.2,1,0,0,0,0,750,6500,38.8,194,110,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
456,0.62,2.638524,1,1,3.8,1693,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.35,2894,Turbo,1.5,1,0,0,0,0,750,6500,36.4,182,100,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
457,0.62,2.54076,1,1,3.8,1574,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.35,4163,NA,0,1,0,0,0,0,750,6500,36.4,182,100,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
458,0.62,2.54076,1,1,3.8,1674,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,4163,NA,0,1,0,0,0,0,750,6500,36.4,182,100,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
459,0.62,2.53096,1,1,3.8,1554,2.665,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.35,2894,Turbo,1.5,1,0,0,0,0,750,6500,38.8,194,110,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
460,0.62,2.713176,1,1,3.8,2015,2.69,0.4,1,0.5,1,0,0,1,0,3.8,performance,1,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.2,1984,Turbo,0,0,1,0,0,1,750,6500,45.4,227,136,0,0,0,0,264,80,10000,0.04,0,0,0,0,121,50,15000,0.04,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
461,0.62,2.63625,1,0,4,1280,2.6,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.35,4172,Turbo,0.8,1,0,0,0,0,750,6500,47,235,81,53,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
462,0.65,2.6862,1,0,4,1315,2.6,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.35,4172,Turbo,0.8,1,0,0,0,0,750,6500,46,230,95,53,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
463,0.62,2.63625,1,1,3.8,1360,2.6,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.35,4172,Turbo,0.8,1,0,0,0,0,750,6500,47,235,81,53,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
464,0.65,2.75794,1,0,4,1475,2.7,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.35,4991,Turbo,0.7,0,1,0,0,0,750,6500,28.4,142,72,0,0,0,0,185,70,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
465,0.65,2.6862,1,0,4,950,2.45,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.54, 1.9, 1.23, 0.89, 0.69]",5,0.35,4172,Turbo,0.8,1,0,0,0,0,750,6500,34,170,82,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
