RUN_ID,d_wheel,A_front,HM_VA,AWD,iAG,m_curb,Wheelbase,i_ges_P4,Gear_Ratio,No_Gears,shiftDelay,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc
418,0.65,2.752295,1,0,4,1411,2.72,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,43.5,217.5,88,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
419,0.62,2.622136,1,0,4,1422,2.72,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,1,0,0,0,0,750,6500,54,270,116,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
420,0.62,2.628534,1,0,4,1411,2.72,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,1,0,0,0,0,750,6500,52,260,103,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
421,0.62,2.628534,1,0,4,1613,2.667,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,0,1,0,0,0,750,6500,41,205,96,0,0,0,0,205,51,10000,0.04,0,0,0,0,0,0,0,0
422,0.62,2.628534,1,0,4,1639,2.639,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,0,1,0,0,0,750,6500,43.5,217.5,88,0,0,0,0,264,49,10000,0.04,0,0,0,0,0,0,0,0
423,0.62,2.605702,1,0,4,1373,2.639,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.6,0,1,0,0,0,750,6500,29.6,148,69,0,0,0,0,148,36,10000,0.04,0,0,0,0,0,0,0,0
424,0.65,2.750106,1,0,4,1441,2.639,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,0,1,0,0,0,750,6500,53,265,80,0,0,0,0,148,36,10000,0.04,0,0,0,0,0,0,0,0
425,0.65,2.750106,1,0,4,1362,2.639,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.2,0,1,0,0,0,750,6500,48,240,103,0,0,0,0,264,36,10000,0.04,0,0,0,0,0,0,0,0
426,0.62,2.641428,1,0,4,1373,2.639,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,0,1,0,0,0,750,6500,54,270,116,0,0,0,0,264,36,10000,0.04,0,0,0,0,0,0,0,0
427,0.62,2.71362,1,0,4,1313,2.583,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,1,0,0,0,750,6500,28.8,144,67,0,0,0,0,264,51,10000,0.04,0,0,0,0,0,0,0,0
428,0.62,2.71362,1,0,4,1313,2.583,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.2,1,0,0,0,0,750,6500,28.8,144,67,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
429,0.62,2.71362,1,0,4,1331,2.583,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.2,1,0,0,0,0,750,6500,28.8,144,69,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
430,0.62,2.71362,1,0,4,1316,2.591,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.2,0,1,0,0,0,750,6500,34.4,172,80,0,0,0,0,205,36,10000,0.04,0,0,0,0,0,0,0,0
431,0.62,2.71362,1,0,4,1673,2.738,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,1,0,0,0,0,750,6500,46,230,96,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
432,0.62,2.671578,1,0,4,1694,2.738,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,1,0,0,0,0,750,6500,46,230,96,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
433,0.62,2.713176,1,0,4,1694,2.738,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,1,0,0,0,0,750,6500,46,230,96,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
434,0.62,2.327808,1,0,4,1678,2.712,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,0,1,0,0,0,750,6500,28.8,144,68,0,0,0,0,264,80,10000,0.04,0,0,0,0,0,0,0,0
435,0.62,2.327808,1,0,4,1734,2.738,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,41,205,96,205,51,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
436,0.61,2.383808,1,0,4,1498,2.638,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,29.6,148,69,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
437,0.61,2.383808,1,0,4,1465,2.638,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.35,1,0,0,0,0,750,6500,53,265,80,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
438,0.61,2.415108,1,0,4,1359,2.638,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,1.2,1,0,0,0,0,750,6500,50,250,103,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
439,0.61,2.3932,1,0,4,1338,2.686,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,1,1,0,0,0,0,750,6500,40,200,81,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
440,0.61,2.349536,1,0,4,1368,2.686,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,1,1,0,0,0,0,750,6500,44,220,85,55,14,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
441,0.61,2.349536,1,0,4,1390,2.686,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,1,1,0,0,0,0,750,6500,40,200,81,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
442,0.61,2.349536,1,0,4,1416,2.686,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,1,1,0,0,0,0,750,6500,44,220,85,55,14,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
443,0.61,2.415108,1,0,4,1868,2.79,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,330,85,10000,0.04,0,0,0,0,0,0,0,0
444,0.61,2.39784,1,0,4,1688,2.789,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.2,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
445,0.61,2.415108,1,0,4,1520,2.677,0,"[3.4, 2.75, 1.77, 0.93, 0.71, 0.76, 0.64]",7,0.2,0,1,0,0,0,750,6500,74,370,180,0,0,0,0,264,80,10000,0.04,0,0,0,0,0,0,0,0
446,0.61,2.4056,1,0,4,1301,2.668,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.2,1,0,0,0,0,750,6500,40,200,81,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
447,0.61,2.39784,1,0,4,1608,2.68,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,330,63,10000,0.04,0,0,0,0,0,0,0,0
448,0.61,2.40948,1,0,4,1372,2.669,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.2,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
449,0.61,2.368576,1,0,4,1313,2.667,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,1,0,0,0,0,750,6500,40,200,81,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
450,0.61,2.40948,1,0,4,1620,2.68,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.2,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,264,63,10000,0.04,0,0,0,0,0,0,0,0
451,0.62,2.493414,1,0,4,1576,2.68,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
452,0.62,2.523274,1,0,4,1579,2.837,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
453,0.62,2.56964,1,0,4,1576,2.837,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.6,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
454,0.62,2.6196,1,1,3.8,1595,2.67,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,0.8,1,0,0,0,0,750,6500,36.4,182,100,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
455,0.62,2.493414,1,1,3.8,1656,2.67,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,1.2,1,0,0,0,0,750,6500,38.8,194,110,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
456,0.62,2.638524,1,1,3.8,1693,2.67,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,1.2,1,0,0,0,0,750,6500,36.4,182,100,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
457,0.62,2.54076,1,1,3.8,1574,2.67,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,1.2,1,0,0,0,0,750,6500,36.4,182,100,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
458,0.62,2.54076,1,1,3.8,1674,2.67,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,1,0,0,0,0,750,6500,36.4,182,100,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
459,0.62,2.53096,1,1,3.8,1554,2.665,0,"[3.77, 2.27, 1.53, 1.13, 1.18, 0.96, 0.79]",7,1.2,1,0,0,0,0,750,6500,38.8,194,110,66,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
460,0.62,2.713176,1,1,3.8,2015,2.69,3.8,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.2,0,1,0,0,1,750,6500,45.4,227,136,0,0,0,0,264,80,10000,0.04,0,0,0,0,121,50,15000,0.04
461,0.62,2.63625,1,0,4,1280,2.6,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.35,1,0,0,0,0,750,6500,47,235,81,53,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
462,0.65,2.6862,1,0,4,1315,2.6,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,1.2,1,0,0,0,0,750,6500,46,230,95,53,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
463,0.62,2.63625,1,1,3.8,1360,2.6,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.35,1,0,0,0,0,750,6500,47,235,81,53,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
464,0.65,2.75794,1,0,4,1475,2.7,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,1.2,0,1,0,0,0,750,6500,28.4,142,72,0,0,0,0,185,70,10000,0.04,0,0,0,0,0,0,0,0
465,0.65,2.6862,1,0,4,950,2.45,0,"[3.54, 1.9, 1.23, 0.89, 0.69]",5,1.2,1,0,0,0,0,750,6500,34,170,82,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
466,0.65,2.869152,1,0,4,965,2.45,0,"[3.54, 1.9, 1.24, 0.91, 0.72]",5,1.2,1,0,0,0,0,750,6500,21.4,107,61,50,2,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
467,0.62,2.711709,1,0,4,1069,2.45,0,"[3.8, 2.2, 1.4, 1.0, 0.75]",5,0.35,1,0,0,0,0,750,6500,22.4,112,61,60,2,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
468,0.62,2.671578,1,1,3.8,1145,2.45,0,"[3.8, 2.2, 1.4, 1.0, 0.75]",5,0.2,1,0,0,0,0,750,6500,22.4,112,61,60,2,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
469,0.65,2.90878,1,0,4,1255,2.5,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.2,1,0,0,0,0,750,6500,46,230,95,53,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
470,0.65,2.90878,1,0,4,1255,2.6,0,"[3.62, 1.95, 1.27, 0.94, 0.79, 0.67]",6,1.2,1,0,0,0,0,750,6500,46,230,95,53,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
471,0.65,2.90878,1,1,3.8,1340,2.6,0,"[3.62, 1.95, 1.27, 0.94, 0.79, 0.67]",6,1.2,1,0,0,0,0,750,6500,46,230,95,53,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
472,0.65,2.90878,1,0,4,1450,2.64,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,1,0,0,0,0,750,6500,28.4,142,72,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
473,0.65,2.90878,1,0,4,1380,2.64,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,1,0,0,0,750,6500,28.4,142,72,0,0,0,0,163,53,10000,0.04,0,0,0,0,0,0,0,0
474,0.62,2.57588,1,0,4,1505,2.64,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,1,0,0,0,750,6500,28.4,142,72,0,0,0,0,163,53,10000,0.04,0,0,0,0,0,0,0,0
475,0.62,2.57588,1,0,4,1540,2.64,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,0,1,0,0,0,750,6500,38,190,111,0,0,0,0,206,80,10000,0.04,0,0,0,0,0,0,0,0
476,0.62,2.57588,1,1,3.8,1610,2.64,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,0,1,0,0,0,750,6500,38,190,111,0,0,0,0,202,80,10000,0.04,0,0,0,0,0,0,0,0
477,0.62,2.57588,1,0,4,1360,2.64,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,1,0,0,0,750,6500,28.4,142,72,0,0,0,0,163,53,10000,0.04,0,0,0,0,0,0,0,0
478,0.62,2.57588,1,0,4,1360,2.64,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,1,0,0,0,750,6500,28.4,142,72,0,0,0,0,163,53,10000,0.04,0,0,0,0,0,0,0,0
479,0.68,3.480516,1,0,4,1460,2.64,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,0,1,0,0,0,750,6500,38,190,98,0,0,0,0,206,83,10000,0.04,0,0,0,0,0,0,0,0
480,0.68,3.480516,1,0,4,1360,2.7,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,1,0,0,0,750,6500,28.4,142,72,0,0,0,0,163,53,10000,0.04,0,0,0,0,0,0,0,0
481,0.68,3.49539,1,0,4,1515,2.7,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,0,1,0,0,0,750,6500,38,190,98,0,0,0,0,202,80,10000,0.04,0,0,0,0,0,0,0,0
482,0.65,2.7816,1,0,4,1450,2.64,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,1,0,0,0,750,6500,28.4,142,72,0,0,0,0,185,70,10000,0.04,0,0,0,0,0,0,0,0
483,0.65,2.736864,1,0,4,1515,2.64,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,0,1,0,0,0,750,6500,38,190,72,0,0,0,0,206,83,10000,0.04,0,0,0,0,0,0,0,0
484,0.65,2.736864,1,1,3.8,1575,2.64,3.8,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,1,0,0,1,750,6500,38,190,98,0,0,0,0,264,83,10000,0.04,0,0,0,0,166,50,15000,0.04
485,0.65,2.736864,1,1,3.8,1575,2.64,0,[],0,0.35,1,0,0,0,0,750,6500,38,190,112,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
486,0.62,2.66602,1,0,4,1925,2.78,0,[9.0],1,0.35,0,1,0,0,0,750,6500,67,335,72,0,0,0,0,335,113,10000,0.04,0,0,0,0,0,0,0,0
487,0.62,2.66602,0,0,4,1900,2.92,0,[9.0],1,0.35,0,1,0,0,0,750,6500,28.4,142,72,0,0,0,0,300,134,10000,0.04,0,0,0,0,0,0,0,0
488,0.62,2.678568,1,0,4,1250,2.55,0,[],0,0.35,0,1,0,0,0,750,6500,23,115,53,0,0,0,0,350,33,10000,0.04,0,0,0,0,0,0,0,0
489,0.62,2.678568,1,0,4,1300,2.7,0,[],0,0.35,1,0,0,0,0,750,6500,23,115,57,400,50,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
490,0.65,2.8261,1,0,4,1445,2.7,0,[2.68],0,0.35,1,0,0,0,0,750,6500,28.4,142,73,400,50,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
491,0.62,2.7202,1,0,4,1445,2.7,0,[2.68],0,0.35,1,0,0,0,0,750,6500,28.4,142,100,400,50,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
492,0.62,2.7202,1,0,4,1645,2.78,0,[2.68],0,0.35,0,1,0,0,0,750,6500,28.4,142,100,0,0,0,0,207,60,10000,0.04,0,0,0,0,0,0,0,0
493,0.62,2.7202,1,0,4,1450,2.7,0,[2.68],0,0.35,0,1,0,0,0,750,6500,28.4,142,72,0,0,0,0,163,53,10000,0.04,0,0,0,0,0,0,0,0
494,0.62,2.732184,1,0,4,1450,2.7,0,[2.68],0,0.35,0,1,0,0,0,750,6500,28.4,142,72,0,0,0,0,163,53,10000,0.04,0,0,0,0,0,0,0,0
495,0.62,2.726029,1,0,4,1620,2.75,0,[],0,0.35,0,1,0,0,0,750,6500,38,190,111,0,0,0,0,208,120,10000,0.04,0,0,0,0,0,0,0,0
496,0.62,2.726029,1,0,4,1795,2.66,0,[],0,0.35,0,1,0,0,0,750,6500,42,210,72,0,0,0,0,270,80,10000,0.04,0,0,0,0,0,0,0,0
497,0.62,2.726029,1,1,3.8,1860,2.66,0,[],0,0.35,0,1,0,0,0,750,6500,42,210,72,0,0,0,0,270,80,10000,0.04,0,0,0,0,0,0,0,0
498,0.62,2.7202,1,0,4,1590,2.69,0,[],0,0.35,0,1,0,0,0,750,6500,44.2,221,72,0,0,0,0,202,88,10000,0.04,0,0,0,0,0,0,0,0
499,0.62,2.707992,1,1,3.8,1795,2.69,3.8,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,1.2,0,1,0,0,1,750,6500,44.2,221,131,0,0,0,0,202,80,10000,0.04,0,0,0,0,121,50,15000,0.04
500,0.62,2.7202,1,1,3.8,1910,2.69,3.8,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.35,0,1,0,0,1,750,6500,45.4,227,72,0,0,0,0,264,80,10000,0.04,0,0,0,0,121,50,15000,0.04
501,0.62,2.732184,1,0,4,1090,2.56,0,[2.64],0,0.35,0,1,0,0,0,750,6500,24,120,72,0,0,0,0,141,59,10000,0.04,0,0,0,0,0,0,0,0
502,0.62,2.747636,1,0,4,1170,2.56,0,[],0,0.2,0,1,0,0,0,750,6500,24,120,68,0,0,0,0,141,59,10000,0.04,0,0,0,0,0,0,0,0
503,0.62,2.746502,1,1,3.8,1170,2.56,0,[],0,0.2,1,0,0,0,0,750,6500,24,120,68,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
504,0.62,2.66602,1,0,4,1180,2.56,0,[],0,0.35,0,1,0,0,0,750,6500,24,120,68,0,0,0,0,141,59,10000,0.04,0,0,0,0,0,0,0,0
505,0.65,2.862912,1,0,4,1200,2.56,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,1,0,0,0,750,6500,24,120,68,0,0,0,0,185,62,10000,0.04,0,0,0,0,0,0,0,0
506,0.65,2.862912,1,1,3.8,1290,2.56,0,[],0,0.35,0,1,0,0,0,750,6500,24,120,68,0,0,0,0,185,62,10000,0.04,0,0,0,0,0,0,0,0
507,0.65,2.862912,1,0,4,1385,2.6,0,[2.68],0,0.35,1,0,0,0,0,750,6500,28.4,142,100,207,60,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
508,0.65,2.862912,1,0,4,1410,2.6,0,[2.68],0,0.35,1,0,0,0,0,750,6500,28.4,142,100,207,60,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
509,0.62,2.461184,1,0,4,1595,2.825,0,[],0,0.6,0,1,0,0,0,750,6500,44.2,221,131,0,0,0,0,202,88,10000,0.04,0,0,0,0,0,0,0,0
510,0.62,2.461184,1,1,3.8,2015,2.85,3.8,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,1.2,0,1,0,0,1,750,6500,47.8,239,140,0,0,0,0,264,80,10000,0.04,0,0,0,0,121,40,15000,0.04
511,0.62,2.461184,1,0,4,1761,2.872,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,53,265,120,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
512,0.62,2.466428,1,0,4,1777,2.872,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,60,300,145,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
513,0.62,2.466428,1,0,4,1777,2.872,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,70,350,184,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
514,0.62,2.466428,1,1,3.8,1850,2.872,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,70,350,184,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
515,0.62,2.466428,1,1,3.8,1880,2.872,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,84,420,221,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
516,0.62,2.50393,1,0,4,1812,2.702,0,"[3.53, 2.81, 1.44, 1.04, 1.09, 0.85, 0.72]",7,0.6,0,1,0,0,0,750,6500,53,265,132,0,0,0,0,160,60,10000,0.04,0,0,0,0,0,0,0,0
517,0.62,2.50393,1,0,4,1688,2.702,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,1,0,0,0,0,750,6500,53,265,120,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
518,0.62,2.50393,1,0,4,1711,2.702,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,60,300,145,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
519,0.62,2.461184,1,1,3.8,1768,2.702,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,60,300,145,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
520,0.62,2.461184,1,0,4,1869,2.865,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,60,300,145,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
521,0.62,2.461184,1,0,4,1869,2.865,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,70,350,184,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
522,0.62,2.461184,1,1,3.8,1915,2.865,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,70,350,184,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
523,0.62,2.466428,1,1,3.8,1949,2.865,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,84,420,221,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
524,0.62,2.466428,1,1,3.8,2064,2.984,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,70,350,184,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
525,0.62,2.466428,1,1,3.8,2103,2.984,0,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,84,420,221,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
526,0.62,2.466428,1,0,4,1735,2.872,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,1,0,0,0,0,750,6500,60,300,145,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
527,0.62,2.50393,1,0,4,1752,2.872,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,1,0,0,0,0,750,6500,70,350,184,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
528,0.62,2.5416,1,1,3.8,1832,2.872,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,1,0,0,0,0,750,6500,70,350,184,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
529,0.62,2.50393,1,1,3.8,1935,2.941,0,"[5.06, 3.07, 2.05, 1.52, 1.26, 1.0, 0.79, 0.66]",8,0.6,1,0,0,0,0,750,6500,84,420,220,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
530,0.62,2.50393,1,0,4,1826,2.941,0,"[5.06, 3.07, 2.05, 1.52, 1.26, 1.0, 0.79, 0.66]",8,0.6,1,0,0,0,0,750,6500,60,300,145,50,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
531,0.62,2.50393,1,0,4,1831,2.941,0,"[5.06, 3.07, 2.05, 1.52, 1.26, 1.0, 0.79, 0.66]",8,0.6,1,0,0,0,0,750,6500,70,350,184,40,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
