SWEEP_RUN_ID,ORIG_RUN_ID,tq_scale,shift_delta,mass_scale,actual_0_100,RUN_ID,dRAD,A_front,HM_VA,AWD,iAG,m_curb,Achsabstand,h_s,Gewichtsverteilung,MainAxle_TorqueSplit_int,Hybrid_BFM_ICE_priority,VM,EV,Hy,i_GET_EV,i_ges_P4,mode,use_cus_val,Gear_Ratio,No_Gears,shiftDelay,Displacement_cc,Induction_Type,Boost_Pressure_bar,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc,Cell_Cap_Ah,Cell_V_nom,Cell_R_inner,Cell_V_min,Cell_V_max,Cell_I_max_chg,Cell_I_max_dis,SOC_Vector,Cell_OCV_Vector,n_s,n_p,facSocInit,SOC_Recup_Limit,SOC_Bat_Discharge_Limit
11,375,0.95,0.1,1.0,9.7,375,0.5896,2.367915,1,0,4.38,1200.0,2.546,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.71, 1.55, 1.0, 0.68]",4,1.3,2309,,0.0,0,0,0,0,0,1000,6500,41.04,205.2,116.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
12,375,0.95,0.2,1.0,9.7,375,0.5896,2.367915,1,0,4.38,1200.0,2.546,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.71, 1.55, 1.0, 0.68]",4,1.4,2309,,0.0,0,0,0,0,0,1000,6500,41.04,205.2,116.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
13,375,1.0,0.0,1.0,9.7,375,0.5896,2.367915,1,0,4.38,1200.0,2.546,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.71, 1.55, 1.0, 0.68]",4,1.2,2309,,0.0,0,0,0,0,0,1000,6500,43.2,216.0,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
14,375,1.0,0.1,1.0,9.7,375,0.5896,2.367915,1,0,4.38,1200.0,2.546,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.71, 1.55, 1.0, 0.68]",4,1.3,2309,,0.0,0,0,0,0,0,1000,6500,43.2,216.0,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
15,375,1.0,0.2,1.0,9.7,375,0.5896,2.367915,1,0,4.38,1200.0,2.546,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.71, 1.55, 1.0, 0.68]",4,1.4,2309,,0.0,0,0,0,0,0,1000,6500,43.2,216.0,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
16,375,1.05,0.0,1.0,9.7,375,0.5896,2.367915,1,0,4.38,1200.0,2.546,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.71, 1.55, 1.0, 0.68]",4,1.2,2309,,0.0,0,0,0,0,0,1000,6500,45.36000000000001,226.8,129.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
17,375,1.05,0.1,1.0,9.7,375,0.5896,2.367915,1,0,4.38,1200.0,2.546,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.71, 1.55, 1.0, 0.68]",4,1.3,2309,,0.0,0,0,0,0,0,1000,6500,45.36000000000001,226.8,129.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
18,375,1.05,0.2,1.0,9.7,375,0.5896,2.367915,1,0,4.38,1200.0,2.546,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.71, 1.55, 1.0, 0.68]",4,1.4,2309,,0.0,0,0,0,0,0,1000,6500,45.36000000000001,226.8,129.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
19,478,0.95,0.0,1.0,9.2,478,0.632,2.57588,1,1,3.49,1710.0,2.702,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.48, 1.48, 1.0, 0.73]",4,1.2,4172,,0.0,0,0,0,0,0,1000,6500,64.6,323.0,174.79999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
20,478,0.95,0.1,1.0,9.2,478,0.632,2.57588,1,1,3.49,1710.0,2.702,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.48, 1.48, 1.0, 0.73]",4,1.3,4172,,0.0,0,0,0,0,0,1000,6500,64.6,323.0,174.79999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
21,478,0.95,0.2,1.0,9.2,478,0.632,2.57588,1,1,3.49,1710.0,2.702,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.48, 1.48, 1.0, 0.73]",4,1.4,4172,,0.0,0,0,0,0,0,1000,6500,64.6,323.0,174.79999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
22,478,1.0,0.0,1.0,9.2,478,0.632,2.57588,1,1,3.49,1710.0,2.702,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.48, 1.48, 1.0, 0.73]",4,1.2,4172,,0.0,0,0,0,0,0,1000,6500,68.0,340.0,184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
23,478,1.0,0.1,1.0,9.2,478,0.632,2.57588,1,1,3.49,1710.0,2.702,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.48, 1.48, 1.0, 0.73]",4,1.3,4172,,0.0,0,0,0,0,0,1000,6500,68.0,340.0,184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
24,478,1.0,0.2,1.0,9.2,478,0.632,2.57588,1,1,3.49,1710.0,2.702,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.48, 1.48, 1.0, 0.73]",4,1.4,4172,,0.0,0,0,0,0,0,1000,6500,68.0,340.0,184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
25,478,1.05,0.0,1.0,9.2,478,0.632,2.57588,1,1,3.49,1710.0,2.702,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.48, 1.48, 1.0, 0.73]",4,1.2,4172,,0.0,0,0,0,0,0,1000,6500,71.4,357.0,193.20000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
26,478,1.05,0.1,1.0,9.2,478,0.632,2.57588,1,1,3.49,1710.0,2.702,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.48, 1.48, 1.0, 0.73]",4,1.3,4172,,0.0,0,0,0,0,0,1000,6500,71.4,357.0,193.20000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
27,478,1.05,0.2,1.0,9.2,478,0.632,2.57588,1,1,3.49,1710.0,2.702,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.48, 1.48, 1.0, 0.73]",4,1.4,4172,,0.0,0,0,0,0,0,1000,6500,71.4,357.0,193.20000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
28,554,0.95,0.0,1.0,9.5,554,0.59,2.4304,0,0,3.45,1180.0,2.563,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.76, 2.04, 1.32, 1.0]",4,1.2,1422,,0.0,0,0,0,0,0,1000,6500,36.1,180.5,99.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
29,554,0.95,0.1,1.0,9.5,554,0.59,2.4304,0,0,3.45,1180.0,2.563,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.76, 2.04, 1.32, 1.0]",4,1.3,1422,,0.0,0,0,0,0,0,1000,6500,36.1,180.5,99.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
30,554,0.95,0.2,1.0,9.5,554,0.59,2.4304,0,0,3.45,1180.0,2.563,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.76, 2.04, 1.32, 1.0]",4,1.4,1422,,0.0,0,0,0,0,0,1000,6500,36.1,180.5,99.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
31,554,1.0,0.0,1.0,9.5,554,0.59,2.4304,0,0,3.45,1180.0,2.563,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.76, 2.04, 1.32, 1.0]",4,1.2,1422,,0.0,0,0,0,0,0,1000,6500,38.0,190.0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
32,554,1.0,0.1,1.0,9.5,554,0.59,2.4304,0,0,3.45,1180.0,2.563,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.76, 2.04, 1.32, 1.0]",4,1.3,1422,,0.0,0,0,0,0,0,1000,6500,38.0,190.0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
33,554,1.0,0.2,1.0,9.5,554,0.59,2.4304,0,0,3.45,1180.0,2.563,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.76, 2.04, 1.32, 1.0]",4,1.4,1422,,0.0,0,0,0,0,0,1000,6500,38.0,190.0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
34,554,1.05,0.0,1.0,9.5,554,0.59,2.4304,0,0,3.45,1180.0,2.563,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.76, 2.04, 1.32, 1.0]",4,1.2,1422,,0.0,0,0,0,0,0,1000,6500,39.9,199.5,110.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
35,554,1.05,0.1,1.0,9.5,554,0.59,2.4304,0,0,3.45,1180.0,2.563,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.76, 2.04, 1.32, 1.0]",4,1.3,1422,,0.0,0,0,0,0,0,1000,6500,39.9,199.5,110.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
36,554,1.05,0.2,1.0,9.5,554,0.59,2.4304,0,0,3.45,1180.0,2.563,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.76, 2.04, 1.32, 1.0]",4,1.4,1422,,0.0,0,0,0,0,0,1000,6500,39.9,199.5,110.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
37,699,0.95,0.0,1.0,9.6,699,0.688,2.67197,0,0,3.23,1800.0,3.07,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.67, 2.0, 1.41, 1.0, 0.74]",5,1.2,2793,,0.0,0,0,0,0,0,1000,6500,53.199999999999996,266.0,134.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
38,699,0.95,0.1,1.0,9.6,699,0.688,2.67197,0,0,3.23,1800.0,3.07,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.67, 2.0, 1.41, 1.0, 0.74]",5,1.3,2793,,0.0,0,0,0,0,0,1000,6500,53.199999999999996,266.0,134.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
39,699,0.95,0.2,1.0,9.6,699,0.688,2.67197,0,0,3.23,1800.0,3.07,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.67, 2.0, 1.41, 1.0, 0.74]",5,1.4,2793,,0.0,0,0,0,0,0,1000,6500,53.199999999999996,266.0,134.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
